,sqft_living,floors,waterfront,viewed_by_buyer,condition,yr_built
832,1900,1,0.0,0.0,4,1975
834,1380,1,0.0,0.0,4,1939
835,1920,1,0.0,0.0,4,1977
836,1350,1,0.0,0.0,3,2004
837,1350,1,0.0,0.0,3,2004
839,2470,2,0.0,0.0,3,2002
840,1660,1,0.0,0.0,3,1956
841,1340,1,0.0,0.0,3,1987
842,1620,1,0.0,0.0,4,1911
843,2300,2,0.0,0.0,3,1977
844,2000,3,0.0,0.0,3,2008
845,1640,1,0.0,0.0,4,1972
846,1530,1,0.0,0.0,4,1912
848,1610,1,0.0,0.0,3,1977
849,2070,1,0.0,0.0,4,1969
850,1900,2,0.0,0.0,3,1994
851,1050,1,0.0,0.0,4,1960
852,1520,2,0.0,0.0,3,2006
853,2390,1,0.0,0.0,3,1949
854,2400,2,0.0,0.0,3,1998
855,1790,2,0.0,0.0,3,2005
856,1720,2,0.0,0.0,3,1993
857,2980,1,0.0,0.0,4,1979
859,1150,1,0.0,0.0,4,1977
860,380,1,0.0,0.0,3,1963
861,910,1,0.0,0.0,3,1951
862,1650,1,0.0,0.0,3,1976
863,2480,2,0.0,0.0,3,2010
864,2050,2,0.0,0.0,3,1990
865,1420,2,0.0,0.0,4,1989
866,3460,2,0.0,0.0,3,2001
867,1500,2,0.0,0.0,3,1996
868,1320,1,0.0,0.0,4,1908
869,2180,1,0.0,0.0,4,1977
870,1830,1,0.0,0.0,3,1919
871,1620,1,0.0,0.0,3,1962
873,3300,2,0.0,0.0,3,1984
874,3060,2,0.0,0.0,3,1983
875,1530,1,0.0,0.0,3,1959
876,1910,1,0.0,0.0,3,1978
877,1020,1,0.0,0.0,3,1954
878,1150,1,0.0,0.0,3,1932
879,1260,1,0.0,0.0,3,1941
880,1920,1,0.0,0.0,2,1914
881,1800,1,0.0,0.0,3,1969
882,2040,2,0.0,0.0,5,1924
883,2200,2,0.0,0.0,5,1908
885,2400,2,0.0,0.0,4,1928
886,1140,3,0.0,0.0,3,2005
887,1330,1,0.0,0.0,3,1976
888,1940,2,0.0,0.0,4,1994
889,3000,2,0.0,0.0,3,1995
890,1820,1,0.0,0.0,3,1923
891,2910,2,0.0,0.0,3,2002
892,1090,1,0.0,0.0,3,1954
893,1230,2,0.0,0.0,3,2003
894,1710,1,0.0,0.0,3,1962
895,3160,1,0.0,0.0,4,1971
896,2680,2,0.0,0.0,3,1993
897,2190,2,0.0,0.0,4,1977
898,1260,1,0.0,0.0,4,1988
899,2970,2,0.0,0.0,3,1997
900,2570,1,0.0,0.0,3,1993
901,3810,1,0.0,1.0,3,2013
902,1010,2,0.0,0.0,3,2007
903,1480,1,0.0,0.0,4,1979
904,1250,1,0.0,0.0,5,1942
905,1654,2,0.0,0.0,3,1995
906,1410,1,0.0,0.0,5,1960
907,2160,1,0.0,0.0,5,1950
908,1400,1,0.0,0.0,4,1917
909,1420,1,0.0,0.0,4,1966
910,2500,1,0.0,0.0,3,1975
911,1410,1,0.0,0.0,3,1985
912,2100,1,0.0,0.0,4,1955
913,1750,2,0.0,0.0,3,1994
914,2070,1,0.0,0.0,4,1946
915,1570,2,0.0,0.0,3,2007
916,1920,2,0.0,0.0,3,1999
917,1000,1,0.0,0.0,3,1943
918,2120,1,0.0,0.0,5,1962
919,1440,1,0.0,0.0,3,1965
920,1660,2,0.0,0.0,3,1990
921,1340,1,0.0,0.0,4,1958
922,2380,1,0.0,0.0,4,1972
925,1860,1,0.0,0.0,4,1983
926,2390,2,0.0,0.0,3,1920
927,1370,2,0.0,0.0,3,2009
929,1320,2,0.0,0.0,3,2005
930,2520,1,0.0,0.0,3,1981
931,1250,1,0.0,0.0,4,1972
932,1560,1,0.0,0.0,3,1985
933,2330,1,0.0,0.0,5,1925
935,2790,2,0.0,0.0,3,2004
936,1060,1,0.0,0.0,4,1951
937,2020,1,0.0,0.0,3,1994
938,1580,1,0.0,0.0,3,1979
939,2020,1,0.0,0.0,3,1900
940,970,1,0.0,0.0,4,1908
941,1490,1,0.0,1.0,5,1915
943,2750,1,0.0,0.0,5,1910
944,2150,1,0.0,0.0,4,1950
945,1810,1,0.0,0.0,3,1977
948,3680,2,0.0,0.0,3,1994
949,1410,1,0.0,0.0,3,1929
950,1330,1,0.0,0.0,3,1958
951,1490,1,0.0,0.0,3,1963
953,3130,2,0.0,0.0,3,1996
955,1980,1,0.0,0.0,3,1920
956,2100,1,0.0,0.0,4,1963
957,1350,1,0.0,0.0,5,1944
958,2140,1,0.0,0.0,3,1959
959,2208,3,0.0,0.0,5,1917
960,1010,1,0.0,0.0,3,1982
961,970,1,0.0,0.0,3,1910
962,1520,1,0.0,0.0,5,1920
963,2740,2,0.0,0.0,3,1993
964,1570,1,0.0,1.0,3,1953
965,1320,1,0.0,0.0,3,1966
966,2550,1,0.0,0.0,3,1986
967,1560,1,0.0,0.0,3,1983
968,2360,2,0.0,0.0,4,1974
969,1330,2,0.0,0.0,4,1909
970,1070,1,0.0,0.0,4,1950
972,1710,2,0.0,0.0,3,1999
973,2790,2,0.0,0.0,3,1996
974,2620,2,0.0,0.0,3,2001
975,2970,1,0.0,0.0,4,1969
976,1050,1,0.0,0.0,4,1975
977,1280,1,0.0,0.0,4,1956
978,1030,1,0.0,0.0,4,1963
979,1900,1,0.0,0.0,4,1977
980,3070,1,0.0,0.0,4,1968
981,1760,2,0.0,0.0,3,2010
982,930,1,0.0,0.0,3,1952
983,880,1,0.0,0.0,3,1942
984,1360,3,0.0,0.0,3,2003
985,2130,1,0.0,0.0,3,1992
986,1480,1,0.0,0.0,3,1940
987,1500,1,0.0,0.0,4,1951
988,1670,2,0.0,0.0,3,1987
989,2060,1,0.0,0.0,4,1960
990,2160,1,0.0,0.0,4,1952
992,1490,1,0.0,0.0,3,1988
993,740,1,0.0,0.0,3,1953
994,1860,2,0.0,0.0,4,1991
995,1590,1,0.0,0.0,3,1920
996,850,1,0.0,0.0,3,1922
997,1030,1,0.0,0.0,3,1981
998,1850,1,0.0,0.0,3,1988
999,1830,2,0.0,0.0,3,1908
1000,1560,1,0.0,0.0,3,1967
1001,1730,1,0.0,0.0,3,1977
1002,1930,2,0.0,0.0,3,2005
1003,1422,2,0.0,0.0,3,2012
1004,1380,1,0.0,0.0,4,1917
1005,2430,2,0.0,0.0,3,2001
1006,2610,2,0.0,0.0,3,1987
1008,920,1,0.0,0.0,4,1949
1009,1750,1,0.0,0.0,5,1926
1010,2020,1,0.0,0.0,4,1981
1011,2460,1,0.0,0.0,4,1957
1012,1780,1,0.0,0.0,4,1964
1013,1080,1,0.0,0.0,3,1922
1014,1250,1,0.0,0.0,3,1980
1015,1870,2,0.0,0.0,3,1977
1016,1700,1,0.0,0.0,3,1977
1017,1480,1,0.0,0.0,5,1942
1018,1930,2,0.0,0.0,3,2000
1019,3130,2,0.0,0.0,4,1993
1020,1370,2,0.0,0.0,4,1992
1021,960,1,0.0,0.0,3,1962
1022,1260,1,0.0,0.0,4,1969
1023,1480,1,0.0,0.0,5,1960
1024,1930,2,0.0,0.0,4,1992
1025,870,1,0.0,0.0,2,1906
1026,1300,1,0.0,0.0,4,1953
1027,1490,1,0.0,0.0,4,1990
1028,1380,1,0.0,0.0,3,1947
1029,1190,1,0.0,0.0,3,1945
1031,1920,1,0.0,0.0,3,2003
1032,2080,1,0.0,0.0,5,1950
1035,2070,1,0.0,0.0,3,1962
1036,1480,2,0.0,0.0,3,1995
1037,2000,2,0.0,0.0,3,2003
1038,1560,2,0.0,0.0,3,1999
1039,1600,1,0.0,0.0,4,1949
1040,1940,1,0.0,0.0,4,1976
1042,820,1,0.0,0.0,3,1950
1043,1780,1,0.0,0.0,3,1977
1045,2210,1,0.0,0.0,4,1977
1047,1920,1,0.0,0.0,3,1972
1048,1930,1,0.0,0.0,3,1936
1049,1700,1,0.0,0.0,3,1944
1050,3450,2,0.0,0.0,3,1994
1051,3440,2,0.0,0.0,3,1983
1052,2380,2,0.0,0.0,3,1992
1053,2400,1,0.0,0.0,4,1929
1055,1140,1,0.0,0.0,4,1963
1056,1670,1,0.0,0.0,3,1952
1057,1910,1,0.0,0.0,3,1960
1058,1560,1,0.0,0.0,4,1974
1059,1500,1,0.0,0.0,4,1963
1062,1020,1,0.0,0.0,3,1969
1063,1410,1,0.0,0.0,3,1953
1064,1520,1,0.0,0.0,3,1912
1066,1190,1,0.0,0.0,3,1954
1068,1240,1,0.0,0.0,3,1962
1069,2500,1,0.0,0.0,3,1966
1070,1050,1,0.0,0.0,3,1954
1073,1060,1,0.0,0.0,3,1906
1074,2300,1,0.0,0.0,4,1939
1075,2010,1,0.0,0.0,5,1951
1076,1090,1,0.0,0.0,4,1942
1077,2320,1,0.0,0.0,3,1956
1078,1040,1,0.0,0.0,3,1951
1079,1810,1,0.0,0.0,3,1962
1082,1970,1,0.0,0.0,4,1929
1083,2690,1,0.0,0.0,3,1954
1084,2080,1,0.0,0.0,5,1962
1085,2080,1,0.0,0.0,5,1962
1086,1370,1,0.0,0.0,3,1962
1087,3410,1,0.0,0.0,4,1967
1088,1850,1,0.0,0.0,4,1969
1089,3010,2,0.0,0.0,3,1994
1090,1530,2,0.0,0.0,3,2003
1091,2690,1,0.0,0.0,4,1952
1093,1810,1,0.0,0.0,4,1976
1094,1560,2,0.0,0.0,3,2002
1095,1010,1,0.0,0.0,4,1973
1096,1000,1,0.0,0.0,4,1924
1097,990,3,0.0,0.0,3,2001
1098,720,1,0.0,0.0,4,1942
1100,2270,2,0.0,0.0,3,1905
1101,1380,2,0.0,0.0,3,2011
1102,1260,1,0.0,0.0,4,1959
1103,2910,2,0.0,0.0,4,1987
1104,1810,1,0.0,0.0,4,1960
1105,3160,2,0.0,0.0,4,1995
1106,1910,3,0.0,0.0,3,2002
1107,1230,1,0.0,0.0,3,1947
1108,2960,2,0.0,0.0,3,2006
1109,2200,2,0.0,0.0,3,1988
1110,1270,1,0.0,0.0,4,1947
1111,2540,2,0.0,0.0,3,1992
1112,3030,2,0.0,0.0,5,1988
1113,1520,1,0.0,0.0,4,1957
1114,1560,2,0.0,0.0,3,1997
1115,970,1,0.0,0.0,4,1907
1116,3570,2,0.0,0.0,3,2005
1117,1350,1,0.0,0.0,4,1947
1118,3710,2,0.0,0.0,3,2002
1119,1430,1,0.0,0.0,4,1983
1120,940,1,0.0,0.0,3,1950
1123,1380,1,0.0,0.0,3,1910
1124,2020,1,0.0,0.0,4,1963
1125,1480,1,0.0,0.0,3,1944
1126,1190,1,0.0,0.0,4,1910
1127,2550,1,0.0,0.0,4,1959
1128,2550,1,0.0,0.0,4,1959
1129,1500,1,0.0,0.0,3,1953
1130,3000,1,0.0,0.0,4,1963
1131,1690,1,0.0,0.0,3,1967
1133,1560,2,0.0,0.0,3,1985
1135,1130,1,0.0,0.0,3,1941
1136,1020,1,0.0,0.0,5,1987
1137,1310,2,0.0,0.0,3,2004
1139,2020,1,0.0,0.0,5,1942
1140,1680,1,0.0,0.0,3,1906
1141,1770,1,0.0,0.0,4,1962
1142,3190,2,0.0,0.0,3,1994
1143,1440,1,0.0,0.0,5,1962
1144,1150,1,0.0,0.0,5,1956
1145,1860,2,0.0,0.0,3,1994
1146,2430,2,0.0,0.0,3,2003
1147,1940,1,0.0,0.0,5,1906
1148,880,1,0.0,0.0,3,1927
1149,1930,1,0.0,0.0,4,1977
1151,1830,2,0.0,0.0,3,1994
1152,3230,2,0.0,0.0,4,1987
1153,700,1,0.0,0.0,4,1918
1154,1010,1,0.0,0.0,3,1961
1156,2230,2,0.0,0.0,3,2003
1157,1570,2,0.0,0.0,3,2003
1158,2390,2,0.0,0.0,5,1977
1160,2400,2,0.0,0.0,3,1987
1163,1570,1,0.0,0.0,4,1959
1164,1520,1,0.0,0.0,3,1967
1165,1070,1,0.0,0.0,4,1971
1167,2440,1,0.0,0.0,5,1963
1168,2660,2,0.0,0.0,5,1910
1170,2010,2,0.0,0.0,3,2008
1171,1450,2,0.0,0.0,3,2004
1172,1400,1,0.0,0.0,3,1951
1173,1500,2,0.0,0.0,3,2002
1174,2500,2,0.0,0.0,3,1990
1175,1280,1,0.0,0.0,4,1955
1177,2910,1,0.0,0.0,3,1957
1178,3060,2,0.0,0.0,3,2006
1179,1330,1,0.0,0.0,4,1977
1181,3250,2,0.0,0.0,3,2001
1182,2530,1,0.0,0.0,5,1976
1183,1830,1,0.0,0.0,3,1951
1184,1170,1,0.0,0.0,4,1968
1186,1230,1,0.0,0.0,3,1961
1187,1620,2,0.0,0.0,3,2002
1188,1760,1,0.0,0.0,3,1956
1189,1440,1,0.0,0.0,3,1959
1190,1740,1,0.0,0.0,3,1947
1191,1270,1,0.0,0.0,3,1906
1192,880,1,0.0,0.0,3,1924
1193,2560,1,0.0,0.0,3,1961
1194,1540,1,0.0,0.0,3,1990
1195,1150,1,0.0,0.0,3,1964
1196,770,1,0.0,0.0,3,1948
1198,1850,2,0.0,0.0,3,2003
1199,1840,1,0.0,0.0,3,1961
1200,1490,1,0.0,0.0,3,1913
1201,1490,1,0.0,0.0,3,1913
1202,960,1,0.0,0.0,4,1952
1203,1580,1,0.0,0.0,3,1973
1204,1260,3,0.0,0.0,3,2008
1207,2520,1,0.0,0.0,3,1942
1208,1760,1,0.0,0.0,4,1950
1210,1170,1,0.0,0.0,3,1951
1211,1600,2,0.0,0.0,3,2003
1212,2760,2,0.0,0.0,4,1978
1213,2090,2,0.0,0.0,3,1989
1214,2320,2,0.0,0.0,3,1999
1216,770,1,0.0,0.0,3,1978
1217,1410,1,0.0,0.0,3,1982
1218,3660,2,0.0,0.0,3,1994
1219,2180,1,0.0,0.0,3,1972
1220,1110,1,0.0,0.0,4,1960
1221,2280,2,0.0,0.0,3,1998
1222,2820,2,0.0,0.0,3,2013
1223,1570,1,0.0,0.0,3,1972
1224,1200,1,0.0,0.0,4,1968
1225,1710,1,0.0,0.0,3,1970
1227,2800,2,0.0,0.0,3,2002
1228,1640,2,0.0,0.0,3,1989
1229,2030,1,0.0,0.0,3,1979
1230,2530,2,0.0,0.0,3,1998
1231,990,1,0.0,0.0,5,1960
1232,790,1,0.0,0.0,4,1942
1233,790,1,0.0,0.0,4,1942
1234,1800,1,0.0,0.0,3,1984
1235,1650,1,0.0,0.0,4,1961
1236,1980,2,0.0,0.0,3,1938
1237,2340,1,0.0,0.0,4,1974
1238,2790,2,0.0,0.0,3,1999
1240,1840,1,0.0,0.0,3,1955
1241,1350,1,0.0,0.0,2,1966
1242,3030,3,0.0,0.0,3,2005
1243,1980,2,0.0,0.0,3,2008
1246,1510,1,0.0,0.0,3,2005
1247,2000,1,0.0,0.0,4,1921
1248,1760,1,0.0,0.0,5,1977
1249,1270,1,0.0,0.0,4,1958
1250,2620,1,0.0,0.0,3,1965
1251,2630,1,0.0,0.0,4,1976
1252,2270,1,0.0,0.0,4,1978
1254,1120,3,0.0,0.0,3,1999
1255,3030,1,0.0,0.0,4,1978
1256,2120,1,0.0,0.0,4,1910
1257,1720,2,0.0,0.0,3,2000
1258,2150,2,0.0,0.0,3,1985
1260,2010,2,0.0,0.0,4,1986
1261,3150,2,0.0,0.0,5,1907
1262,2500,1,0.0,0.0,3,1986
1263,1690,2,0.0,0.0,3,2004
1264,3300,1,0.0,0.0,3,1980
1265,1240,3,0.0,0.0,3,2003
1266,2200,2,0.0,0.0,3,1994
1267,1620,1,0.0,0.0,5,1927
1268,2420,2,0.0,0.0,3,1993
1272,2300,1,0.0,0.0,3,1942
1273,920,2,0.0,0.0,3,2009
1274,2350,2,0.0,0.0,4,1977
1275,2630,2,0.0,0.0,3,2003
1276,2170,2,0.0,0.0,4,1982
1277,1700,2,0.0,0.0,3,2004
1278,2470,2,0.0,0.0,3,2005
1279,1250,1,0.0,0.0,4,1970
1281,1530,1,0.0,0.0,3,1977
1282,960,1,0.0,0.0,3,1916
1283,1240,1,0.0,0.0,4,1972
1284,2440,2,0.0,1.0,4,1957
1285,2320,1,0.0,0.0,3,1967
1286,1580,1,0.0,0.0,3,1981
1287,2963,2,0.0,0.0,3,2006
1288,2470,2,0.0,0.0,3,1984
1289,1370,1,0.0,0.0,3,1947
1290,960,1,0.0,0.0,4,1984
1291,1130,1,0.0,0.0,3,1947
1293,1150,1,0.0,0.0,4,1946
1294,2190,2,0.0,0.0,5,1958
1295,1490,1,0.0,0.0,3,1956
1296,2600,1,0.0,0.0,3,2004
1297,1530,1,0.0,0.0,3,1988
1298,1680,1,0.0,0.0,3,1950
1299,1680,1,0.0,0.0,4,1963
1300,1900,2,0.0,0.0,4,1988
1301,1570,1,0.0,0.0,3,1954
1302,1370,1,0.0,0.0,4,1930
1303,1350,1,0.0,0.0,3,2003
1304,3010,2,0.0,0.0,3,1969
1305,1010,1,0.0,0.0,4,1977
1306,2050,2,0.0,0.0,3,2000
1307,1670,1,0.0,0.0,3,1967
1308,3840,2,0.0,0.0,3,1991
1309,2220,1,0.0,0.0,3,1966
1310,2590,1,0.0,0.0,4,1978
1311,1180,1,0.0,0.0,4,1967
1312,2950,2,0.0,0.0,3,2006
1314,2150,2,0.0,0.0,3,1996
1315,2100,1,0.0,0.0,4,1958
1316,1650,1,0.0,0.0,3,1980
1317,1620,2,0.0,0.0,3,2005
1318,1750,1,0.0,0.0,4,1967
1319,1380,2,0.0,0.0,3,1986
1320,1510,1,0.0,0.0,3,1965
1321,1600,1,0.0,0.0,4,1963
1323,830,1,0.0,0.0,2,1943
1324,1810,2,0.0,0.0,4,2009
1325,910,1,0.0,0.0,3,1952
1327,2510,2,0.0,0.0,4,1977
1328,2100,1,0.0,0.0,3,1974
1330,2430,1,0.0,0.0,5,1968
1331,2452,2,0.0,0.0,3,1936
1332,1550,1,0.0,1.0,3,1920
1333,2080,2,0.0,0.0,3,1999
1334,1290,1,0.0,0.0,5,1916
1335,1850,2,0.0,0.0,4,1903
1336,3370,2,0.0,0.0,3,2006
1337,2730,2,0.0,0.0,4,1987
1338,1300,1,0.0,0.0,5,1968
1339,3040,2,0.0,0.0,3,1993
1340,2440,1,0.0,0.0,5,1929
1341,1720,1,0.0,0.0,4,1969
1342,3230,1,0.0,0.0,4,1909
1343,1200,2,0.0,0.0,3,2008
1345,3100,2,0.0,0.0,3,2005
1346,2040,1,0.0,0.0,3,1959
1347,2000,1,0.0,0.0,3,1916
1348,2160,2,0.0,0.0,4,1902
1349,1970,1,0.0,0.0,3,1979
1351,1850,1,0.0,0.0,4,1977
1352,1350,1,0.0,0.0,3,1949
1353,3280,1,0.0,0.0,3,1970
1354,2270,2,0.0,0.0,3,1988
1355,2820,2,0.0,0.0,3,1990
1356,1200,1,0.0,0.0,3,1949
1357,2000,1,0.0,0.0,4,1951
1358,2310,2,0.0,1.0,4,1926
1360,2330,2,0.0,0.0,4,1984
1361,3940,2,0.0,0.0,3,1992
1362,1440,1,0.0,0.0,3,1967
1364,1250,1,0.0,0.0,4,1920
1365,1981,2,0.0,0.0,3,2010
1366,2440,2,0.0,0.0,4,1989
1367,1150,1,0.0,0.0,3,1970
1368,1120,1,0.0,0.0,3,1944
1369,1800,1,0.0,0.0,4,1941
1370,2380,2,0.0,0.0,4,1984
1371,2920,2,0.0,0.0,3,1960
1373,1560,1,0.0,0.0,4,1948
1374,1550,1,0.0,0.0,5,1920
1375,1700,1,0.0,0.0,5,1945
1376,640,1,0.0,0.0,3,1939
1377,2680,2,0.0,0.0,3,1942
1378,1860,2,0.0,0.0,4,1987
1379,1490,1,0.0,0.0,4,1975
1380,2470,2,0.0,0.0,3,2005
1381,2390,1,0.0,0.0,4,1979
1382,1230,1,0.0,0.0,4,1937
1383,2840,1,0.0,0.0,3,1951
1384,2120,2,0.0,0.0,4,1984
1385,1770,1,0.0,0.0,4,1959
1386,2495,2,0.0,0.0,3,2007
1387,1170,1,0.0,0.0,5,1962
1388,2740,2,0.0,0.0,3,1993
1389,1050,1,0.0,0.0,3,1949
1390,1130,1,0.0,0.0,4,1955
1391,880,1,0.0,0.0,3,1938
1392,2403,2,0.0,0.0,3,1999
1393,3410,2,0.0,0.0,3,1984
1395,1900,1,0.0,0.0,4,1955
1396,1810,2,0.0,0.0,4,1961
1397,1200,1,0.0,0.0,3,2006
1398,2060,2,0.0,0.0,3,2000
1399,1250,1,0.0,0.0,3,1994
1400,910,1,0.0,0.0,5,1942
1401,2560,2,0.0,0.0,3,1986
1402,1920,1,0.0,0.0,4,1969
1403,2240,2,0.0,0.0,3,1978
1404,1260,2,0.0,0.0,3,1999
1405,1360,1,0.0,0.0,4,1960
1406,2100,2,0.0,0.0,3,1978
1407,2110,1,0.0,0.0,3,1911
1408,2210,1,0.0,1.0,3,1974
1409,2360,2,0.0,0.0,3,1983
1410,1280,1,0.0,0.0,3,1960
1412,2740,2,0.0,0.0,3,2009
1413,2630,1,0.0,0.0,3,1944
1414,1650,1,0.0,0.0,3,1990
1416,1500,1,0.0,0.0,4,1927
1417,1430,1,0.0,0.0,3,1948
1419,1280,1,0.0,0.0,3,1968
1420,2390,2,0.0,0.0,4,1945
1422,920,1,0.0,0.0,5,1947
1424,1320,1,0.0,0.0,3,1993
1425,2620,2,0.0,0.0,3,1999
1426,3180,2,0.0,0.0,3,1985
1427,2900,2,0.0,0.0,3,2005
1428,1900,1,0.0,0.0,4,1920
1429,1760,1,0.0,0.0,5,1927
1430,760,1,0.0,0.0,4,1950
1432,1530,1,0.0,0.0,3,1950
1433,1990,2,0.0,0.0,4,1929
1435,2040,1,0.0,1.0,5,1954
1436,2170,1,0.0,0.0,5,1965
1437,1620,1,0.0,0.0,4,1974
1439,1470,1,0.0,0.0,3,1967
1441,2230,1,0.0,0.0,4,1974
1443,1200,1,0.0,0.0,4,1952
1444,2090,2,0.0,0.0,3,2004
1445,1500,1,0.0,0.0,4,1968
1447,870,1,0.0,0.0,3,1969
1448,1010,1,0.0,0.0,4,1944
1449,1010,1,0.0,0.0,4,1944
1450,1860,1,0.0,0.0,3,1986
1451,1330,1,0.0,0.0,4,1942
1452,1760,2,0.0,0.0,3,1978
1453,1800,2,0.0,0.0,3,1995
1454,1690,1,0.0,0.0,3,1930
1455,660,1,0.0,0.0,3,1919
1456,2400,1,0.0,0.0,4,1939
1457,3020,2,0.0,0.0,3,1989
1459,1560,1,0.0,0.0,4,1924
1460,1090,1,0.0,0.0,3,1959
1461,970,1,0.0,0.0,3,1905
1462,3190,2,0.0,0.0,3,2007
1463,3190,2,0.0,0.0,3,2007
1464,1890,1,0.0,0.0,4,1955
1465,1050,1,0.0,0.0,3,1900
1466,1390,1,0.0,0.0,3,1965
1467,1700,1,0.0,0.0,4,1941
1468,1050,1,0.0,0.0,3,1980
1470,1540,1,0.0,0.0,3,1964
1471,1710,1,0.0,0.0,4,1928
1472,2100,2,0.0,0.0,3,1978
1473,1730,1,0.0,0.0,4,1965
1474,1500,2,0.0,0.0,3,1986
1475,2380,2,0.0,0.0,3,2003
1476,2180,2,0.0,0.0,3,1980
1477,1840,2,0.0,0.0,3,1907
1478,2341,2,0.0,0.0,3,1997
1479,1690,2,0.0,0.0,3,2002
1480,2490,2,0.0,0.0,3,1993
1481,2440,2,0.0,0.0,3,1992
1483,1030,1,0.0,0.0,3,1956
1484,2000,1,0.0,0.0,3,1994
1486,1610,1,0.0,0.0,3,1977
1487,1910,1,0.0,0.0,4,1977
1488,2660,2,0.0,0.0,3,2004
1490,1730,1,0.0,0.0,3,1988
1491,2360,2,0.0,0.0,3,1979
1492,970,1,0.0,0.0,3,1956
1493,2460,2,0.0,0.0,3,2004
1494,2690,2,0.0,0.0,3,1987
1495,1820,2,0.0,0.0,3,2014
1498,1700,1,0.0,0.0,3,1970
1499,1340,1,0.0,0.0,4,1978
1500,2000,2,0.0,0.0,4,1968
1503,1220,1,0.0,0.0,4,1970
1505,2770,1,0.0,0.0,4,1979
1506,2520,2,0.0,0.0,3,1990
1507,3060,2,0.0,0.0,3,2001
1508,2390,2,0.0,0.0,3,1999
1509,1320,1,0.0,0.0,3,1978
1510,2900,1,0.0,0.0,3,1977
1511,700,1,0.0,0.0,3,1951
1513,2180,2,0.0,0.0,3,1986
1514,2080,1,0.0,0.0,3,2003
1515,2090,1,0.0,0.0,3,1980
1517,2460,1,0.0,0.0,5,1968
1518,1470,1,0.0,0.0,4,1958
1519,1650,1,0.0,0.0,3,1901
1520,1690,1,0.0,0.0,3,1997
1521,970,1,0.0,0.0,4,1962
1522,2030,1,0.0,0.0,4,1972
1523,2540,1,0.0,0.0,3,1984
1524,1570,1,0.0,0.0,4,1983
1526,2090,1,0.0,0.0,3,1966
1527,3260,2,0.0,0.0,3,2003
1530,1690,2,0.0,0.0,3,2013
1531,1780,2,0.0,0.0,5,1974
1534,2980,2,0.0,0.0,3,1998
1535,1490,1,0.0,0.0,4,1977
1536,2110,2,0.0,0.0,3,2000
1538,1510,1,0.0,0.0,5,1956
1539,1830,1,0.0,0.0,3,1946
1540,1230,2,0.0,0.0,4,1948
1542,2220,1,0.0,0.0,4,1961
1543,1730,1,0.0,0.0,3,1962
1544,1990,1,0.0,0.0,4,1968
1545,1540,1,0.0,0.0,5,1980
1546,1100,1,0.0,0.0,4,1944
1547,1640,1,0.0,0.0,4,1912
1548,2590,2,0.0,0.0,3,2001
1549,1450,2,0.0,0.0,4,1972
1550,1180,1,0.0,0.0,4,1992
1551,1820,1,0.0,0.0,3,1975
1552,2360,2,0.0,0.0,4,1968
1553,1120,1,0.0,0.0,4,1972
1554,1646,2,0.0,0.0,3,1994
1556,2480,1,0.0,0.0,4,1976
1558,2130,1,0.0,0.0,5,1919
1559,1650,1,0.0,0.0,4,1967
1560,3090,1,0.0,0.0,4,1979
1561,2180,2,0.0,0.0,3,2002
1562,1800,1,0.0,0.0,3,1947
1563,3720,2,0.0,0.0,3,1983
1564,1100,1,0.0,0.0,3,1961
1565,1530,1,0.0,0.0,3,1987
1566,3010,2,0.0,0.0,3,2005
1567,3500,2,0.0,0.0,3,2008
1568,3100,2,0.0,0.0,3,2006
1569,2000,1,0.0,0.0,4,1962
1570,2290,1,0.0,0.0,3,1965
1571,2400,1,0.0,0.0,3,1967
1572,1850,2,0.0,0.0,3,1999
1573,3680,2,0.0,0.0,3,1988
1574,1060,1,0.0,0.0,3,1959
1575,1060,1,0.0,0.0,3,1959
1576,1610,1,0.0,0.0,3,1903
1577,2330,1,0.0,0.0,4,1940
1578,1210,1,0.0,0.0,3,1950
1579,1530,1,0.0,0.0,3,1925
1580,2270,1,0.0,0.0,4,1979
1583,1500,1,0.0,0.0,4,1933
1585,1710,1,0.0,1.0,5,1951
1586,1920,1,0.0,0.0,4,1972
1587,1150,1,0.0,0.0,3,1954
1588,2320,2,0.0,0.0,3,2004
1589,1420,1,0.0,0.0,3,1950
1592,1620,1,0.0,0.0,5,1945
1593,2300,1,0.0,0.0,4,1950
1594,1070,1,0.0,0.0,3,1989
1595,1790,1,0.0,0.0,3,1913
1596,1510,2,0.0,0.0,4,1985
1598,3350,2,0.0,0.0,3,2004
1599,2500,2,0.0,0.0,4,1993
1600,2350,1,0.0,1.0,2,1952
1601,2550,2,0.0,0.0,3,1987
1602,1320,1,0.0,0.0,4,1968
1603,1270,1,0.0,0.0,4,1926
1604,3480,1,0.0,0.0,4,1972
1605,2820,2,0.0,0.0,3,1986
1606,2110,1,0.0,0.0,5,1955
1607,1100,1,0.0,0.0,3,1981
1608,1920,1,0.0,0.0,4,1931
1611,2550,2,0.0,0.0,3,2005
1612,1550,1,0.0,0.0,4,1926
1613,1760,1,0.0,0.0,3,1998
1614,1270,1,0.0,0.0,3,1963
1615,1250,2,0.0,0.0,3,2006
1616,1620,1,0.0,0.0,4,1961
1617,710,1,0.0,0.0,3,1942
1618,1070,1,0.0,0.0,3,1994
1619,2320,1,0.0,0.0,4,1966
1621,1670,2,0.0,0.0,3,1999
1623,1340,1,0.0,0.0,3,1940
